-1.171667	-0.067667	667.507856
-1.171667	-0.063000	652.693012
-1.171667	-0.058333	660.100423
-1.171667	-0.053667	674.915243
-1.171667	-0.049000	652.693012
-1.171667	-0.044333	652.693036
-1.171667	-0.039667	674.915243
-1.171667	-0.035000	660.100423
-1.171667	-0.030333	652.693012
-1.171667	-0.025667	660.731143
-1.171667	-0.021000	623.694093
-1.171667	-0.016333	608.879296
-1.171667	-0.011667	616.286714
-1.171667	-0.007000	645.916378
-1.171667	-0.002333	674.082542
-1.171667	0.002333	674.082542
-1.171667	0.007000	696.304765
-1.171667	0.011667	740.749249
-1.171667	0.016333	773.825262
-1.171667	0.021000	788.640059
-1.171667	0.025667	825.677109
-1.171667	0.030333	884.936262
-1.171667	0.035000	918.604047
-1.171667	0.039667	948.233711
-1.171667	0.044333	1000.085494
-1.171667	0.049000	1019.685432
-1.171667	0.053667	1041.907662
-1.171667	0.058333	1061.034538
-1.171667	0.063000	1053.627128
-1.171667	0.067667	1068.441972
-1.115000	-0.067667	652.693063
-1.115000	-0.063000	637.878219
-1.115000	-0.058333	645.285629
-1.115000	-0.053667	660.100450
-1.115000	-0.049000	637.878219
-1.115000	-0.044333	637.878243
-1.115000	-0.039667	660.100450
-1.115000	-0.035000	645.285629
-1.115000	-0.030333	637.878219
-1.115000	-0.025667	645.916350
-1.115000	-0.021000	608.879300
-1.115000	-0.016333	594.064503
-1.115000	-0.011667	601.471921
-1.115000	-0.007000	631.101585
-1.115000	-0.002333	659.267749
-1.115000	0.002333	659.267749
-1.115000	0.007000	681.489972
-1.115000	0.011667	725.934456
-1.115000	0.016333	759.010469
-1.115000	0.021000	773.825266
-1.115000	0.025667	810.862316
-1.115000	0.030333	870.121469
-1.115000	0.035000	903.789254
-1.115000	0.039667	933.418918
-1.115000	0.044333	985.270701
-1.115000	0.049000	1004.870639
-1.115000	0.053667	1027.092869
-1.115000	0.058333	1046.219745
-1.115000	0.063000	1038.812335
-1.115000	0.067667	1053.627179
-1.058333	-0.067667	660.100754
-1.058333	-0.063000	645.285910
-1.058333	-0.058333	652.693320
-1.058333	-0.053667	667.508140
-1.058333	-0.049000	645.285910
-1.058333	-0.044333	645.285934
-1.058333	-0.039667	657.230409
-1.058333	-0.035000	627.600745
-1.058333	-0.030333	620.193335
-1.058333	-0.025667	635.008123
-1.058333	-0.021000	616.286990
-1.058333	-0.016333	601.472194
-1.058333	-0.011667	608.879612
-1.058333	-0.007000	638.509276
-1.058333	-0.002333	666.675439
-1.058333	0.002333	666.675439
-1.058333	0.007000	688.897662
-1.058333	0.011667	733.342147
-1.058333	0.016333	766.418160
-1.058333	0.021000	781.232956
-1.058333	0.025667	818.270006
-1.058333	0.030333	877.529160
-1.058333	0.035000	911.196944
-1.058333	0.039667	940.826609
-1.058333	0.044333	992.678392
-1.058333	0.049000	1012.278329
-1.058333	0.053667	1034.500560
-1.058333	0.058333	1053.627436
-1.058333	0.063000	1046.220026
-1.058333	0.067667	1061.034869
-1.001667	-0.067667	663.931977
-1.001667	-0.063000	649.117133
-1.001667	-0.058333	656.524543
-1.001667	-0.053667	649.137832
-1.001667	-0.049000	626.915602
-1.001667	-0.044333	626.915625
-1.001667	-0.039667	612.786500
-1.001667	-0.035000	583.156836
-1.001667	-0.030333	575.749426
-1.001667	-0.025667	590.564215
-1.001667	-0.021000	591.531224
-1.001667	-0.016333	576.716428
-1.001667	-0.011667	584.123846
-1.001667	-0.007000	613.753510
-1.001667	-0.002333	640.236805
-1.001667	0.002333	640.236805
-1.001667	0.007000	662.459028
-1.001667	0.011667	706.903512
-1.001667	0.016333	745.284867
-1.001667	0.021000	760.099664
-1.001667	0.025667	797.136714
-1.001667	0.030333	856.395867
-1.001667	0.035000	915.353389
-1.001667	0.039667	944.983053
-1.001667	0.044333	996.834836
-1.001667	0.049000	1041.907785
-1.001667	0.053667	1064.130015
-1.001667	0.058333	1083.256891
-1.001667	0.063000	1075.849481
-1.001667	0.067667	1090.664325
-0.945000	-0.067667	641.709572
-0.945000	-0.063000	626.894728
-0.945000	-0.058333	634.302138
-0.945000	-0.053667	626.915427
-0.945000	-0.049000	604.693196
-0.945000	-0.044333	604.693220
-0.945000	-0.039667	590.564095
-0.945000	-0.035000	560.934431
-0.945000	-0.030333	553.527021
-0.945000	-0.025667	568.341809
-0.945000	-0.021000	569.308819
-0.945000	-0.016333	554.494023
-0.945000	-0.011667	561.901441
-0.945000	-0.007000	591.531105
-0.945000	-0.002333	618.014400
-0.945000	0.002333	618.014400
-0.945000	0.007000	640.236623
-0.945000	0.011667	684.681107
-0.945000	0.016333	723.062462
-0.945000	0.021000	737.877258
-0.945000	0.025667	774.914309
-0.945000	0.030333	834.173462
-0.945000	0.035000	893.130984
-0.945000	0.039667	922.760648
-0.945000	0.044333	974.612431
-0.945000	0.049000	1022.140854
-0.945000	0.053667	1044.363084
-0.945000	0.058333	1088.807449
-0.945000	0.063000	1119.511322
-0.945000	0.067667	1134.326166
-0.888333	-0.067667	641.709591
-0.888333	-0.063000	626.894747
-0.888333	-0.058333	634.302157
-0.888333	-0.053667	626.915446
-0.888333	-0.049000	604.693216
-0.888333	-0.044333	604.693240
-0.888333	-0.039667	590.564115
-0.888333	-0.035000	560.934451
-0.888333	-0.030333	553.527041
-0.888333	-0.025667	568.341829
-0.888333	-0.021000	533.867314
-0.888333	-0.016333	519.052518
-0.888333	-0.011667	526.459936
-0.888333	-0.007000	556.089600
-0.888333	-0.002333	563.528810
-0.888333	0.002333	563.528810
-0.888333	0.007000	585.751033
-0.888333	0.011667	630.195517
-0.888333	0.016333	682.783537
-0.888333	0.021000	697.598334
-0.888333	0.025667	734.635384
-0.888333	0.030333	793.894537
-0.888333	0.035000	875.376048
-0.888333	0.039667	922.760667
-0.888333	0.044333	974.612450
-0.888333	0.049000	1022.140873
-0.888333	0.053667	1044.363103
-0.888333	0.058333	1088.807468
-0.888333	0.063000	1119.511342
-0.888333	0.067667	1134.326186
-0.831667	-0.067667	660.644625
-0.831667	-0.063000	645.829781
-0.831667	-0.058333	650.912204
-0.831667	-0.053667	606.467839
-0.831667	-0.049000	584.245609
-0.831667	-0.044333	584.245633
-0.831667	-0.039667	569.001128
-0.831667	-0.035000	539.371464
-0.831667	-0.030333	531.964054
-0.831667	-0.025667	519.052582
-0.831667	-0.021000	482.015532
-0.831667	-0.016333	467.200736
-0.831667	-0.011667	474.608154
-0.831667	-0.007000	504.237818
-0.831667	-0.002333	511.677028
-0.831667	0.002333	511.677028
-0.831667	0.007000	533.899251
-0.831667	0.011667	578.343735
-0.831667	0.016333	630.931755
-0.831667	0.021000	645.746551
-0.831667	0.025667	682.783602
-0.831667	0.030333	742.042755
-0.831667	0.035000	823.524266
-0.831667	0.039667	918.459689
-0.831667	0.044333	970.311472
-0.831667	0.049000	1044.363082
-0.831667	0.053667	1066.585313
-0.831667	0.058333	1111.029678
-0.831667	0.063000	1141.733551
-0.831667	0.067667	1156.548395
-0.775000	-0.067667	631.014980
-0.775000	-0.063000	616.200136
-0.775000	-0.058333	621.282560
-0.775000	-0.053667	576.838194
-0.775000	-0.049000	554.615964
-0.775000	-0.044333	554.615988
-0.775000	-0.039667	539.371483
-0.775000	-0.035000	509.741819
-0.775000	-0.030333	502.334409
-0.775000	-0.025667	489.422937
-0.775000	-0.021000	452.385887
-0.775000	-0.016333	437.571091
-0.775000	-0.011667	444.978509
-0.775000	-0.007000	468.881038
-0.775000	-0.002333	446.658815
-0.775000	0.002333	446.658815
-0.775000	0.007000	468.881038
-0.775000	0.011667	513.325522
-0.775000	0.016333	579.992093
-0.775000	0.021000	616.116906
-0.775000	0.025667	653.153957
-0.775000	0.030333	712.413110
-0.775000	0.035000	793.894621
-0.775000	0.039667	888.830044
-0.775000	0.044333	940.681827
-0.775000	0.049000	1014.755952
-0.775000	0.053667	1086.272297
-0.775000	0.058333	1130.716662
-0.775000	0.063000	1186.178028
-0.775000	0.067667	1200.992872
-0.718333	-0.067667	623.607583
-0.718333	-0.063000	608.792739
-0.718333	-0.058333	613.875163
-0.718333	-0.053667	569.430798
-0.718333	-0.049000	547.208568
-0.718333	-0.044333	547.208592
-0.718333	-0.039667	531.964086
-0.718333	-0.035000	502.334422
-0.718333	-0.030333	494.927012
-0.718333	-0.025667	482.015541
-0.718333	-0.021000	444.978490
-0.718333	-0.016333	430.163694
-0.718333	-0.011667	431.844003
-0.718333	-0.007000	387.399519
-0.718333	-0.002333	365.177296
-0.718333	0.002333	365.177296
-0.718333	0.007000	387.399519
-0.718333	0.011667	431.844003
-0.718333	0.016333	498.510575
-0.718333	0.021000	575.561950
-0.718333	0.025667	612.599001
-0.718333	0.030333	671.858154
-0.718333	0.035000	753.339665
-0.718333	0.039667	857.043429
-0.718333	0.044333	933.274431
-0.718333	0.049000	1007.348555
-0.718333	0.053667	1078.864901
-0.718333	0.058333	1123.309266
-0.718333	0.063000	1183.198526
-0.718333	0.067667	1198.013370
-0.661667	-0.067667	638.422389
-0.661667	-0.063000	623.607546
-0.661667	-0.058333	628.689969
-0.661667	-0.053667	584.245604
-0.661667	-0.049000	562.023374
-0.661667	-0.044333	562.023398
-0.661667	-0.039667	546.778892
-0.661667	-0.035000	517.149228
-0.661667	-0.030333	509.741818
-0.661667	-0.025667	456.342388
-0.661667	-0.021000	419.305337
-0.661667	-0.016333	404.490541
-0.661667	-0.011667	372.584818
-0.661667	-0.007000	328.140334
-0.661667	-0.002333	305.918111
-0.661667	0.002333	305.918111
-0.661667	0.007000	328.140334
-0.661667	0.011667	372.584818
-0.661667	0.016333	439.251389
-0.661667	0.021000	516.302765
-0.661667	0.025667	553.339816
-0.661667	0.030333	612.598969
-0.661667	0.035000	694.080480
-0.661667	0.039667	797.784244
-0.661667	0.044333	923.709969
-0.661667	0.049000	1009.466855
-0.661667	0.053667	1093.679707
-0.661667	0.058333	1138.124072
-0.661667	0.063000	1198.013332
-0.661667	0.067667	1212.828176
