1	961.810706
2	964.849014
3	968.749442
4	964.849014
5	967.867463
6	962.796089
7	965.730066
8	969.830811
9	966.732951
10	962.796089
11	969.830811
12	969.830811
13	966.732951
14	960.757808
15	963.771146
16	963.771146
17	962.796089
18	967.867463
19	963.771146
20	963.771146
21	960.757808
22	961.810706
23	963.771146
24	969.830811
25	962.796089
26	968.749442
27	967.867463
28	964.849014
29	968.749442
30	964.849014
31	967.867463
32	962.796089
33	965.730066
34	969.830811
35	964.849014
36	960.757808
37	961.810706
38	964.849014
39	965.730066
40	962.796089
41	968.749442
42	961.810706
43	964.849014
44	964.849014
45	960.757808
46	960.757808
47	966.732951
48	964.849014
49	963.771146
50	968.749442
51	968.749442
52	961.810706
53	960.757808
54	964.849014
55	961.810706
56	961.810706
57	961.810706
58	963.771146
59	969.830811
60	961.810706
61	960.757808
62	968.749442
63	962.796089
64	963.771146
65	969.830811
66	966.732951
67	963.771146
68	965.730066
69	968.749442
70	962.796089
71	963.771146
72	965.730066
73	961.810706
74	969.830811
75	969.830811
76	967.867463
77	966.732951
78	965.730066
79	965.730066
80	961.810706
81	962.796089
82	965.730066
83	961.810706
84	963.771146
85	965.730066
86	966.732951
87	967.867463
88	968.749442
89	966.732951
90	962.796089
91	968.749442
92	961.810706
93	962.796089
94	961.810706
95	960.757808
96	964.849014
97	960.757808
98	967.867463
99	965.730066
100	964.849014
