1	74.094799
2	68.325532
3	70.782243
4	77.383668
5	78.951544
6	76.392765
7	82.737172
8	83.136570
9	84.436492
10	94.483951
11	86.622146
12	79.567161
13	73.363565
14	73.737615
15	74.337398
16	82.128219
17	83.774109
18	79.191525
19	83.222654
20	88.419035
21	87.439521
22	95.591435
23	78.752929
24	77.715238
25	76.079258
26	80.256027
27	79.476486
28	83.938246
29	88.209960
30	87.245839
31	82.466562
32	86.448911
33	93.572210
34	77.931999
35	78.718746
36	81.170211
37	80.380087
38	85.356222
39	82.091552
40	85.387802
41	85.444263
42	85.562248
43	93.741339
44	86.083138
45	71.896159
46	77.765786
47	78.321724
48	78.526736
49	84.506434
50	85.601590
51	86.766362
52	86.806394
53	88.677782
54	90.779400
55	92.885193
56	75.758422
57	78.320371
58	81.696987
59	84.652448
60	80.644450
61	77.670843
62	78.684848
63	80.817896
64	83.906864
65	81.590223
66	85.234584
67	70.455190
68	77.013104
69	78.628140
70	80.416499
71	77.457840
72	80.693138
73	77.516829
74	79.386431
75	85.340442
76	81.595676
77	81.466261
78	72.077738
79	74.970688
80	75.963112
81	74.491804
82	77.086962
83	75.134785
84	74.328886
85	80.335032
86	84.462376
87	83.539468
88	78.452486
89	64.662032
90	64.253319
91	69.442197
92	69.650985
93	71.439027
94	68.539926
95	75.012337
96	82.709879
97	82.067169
98	77.169691
99	88.442338
100	63.380495
101	64.935597
102	69.153377
103	74.144578
104	74.401304
105	71.425326
106	75.015868
107	89.484594
108	87.769744
109	94.764270
110	89.850334
111	64.371230
112	63.908055
113	67.172570
114	68.383249
115	68.487607
116	71.857853
117	78.331788
118	86.715220
119	95.097529
120	96.109163
121	87.125019
