1	100.897040
2	101.497040
3	102.497040
4	103.897040
5	105.429948
6	105.610472
7	105.410472
8	105.610472
9	106.210472
10	105.802790
11	106.402790
12	100.697040
13	100.897040
14	101.497040
15	102.497040
16	103.897040
17	105.697040
18	105.610472
19	106.210472
20	105.802790
21	105.602790
22	105.802790
23	100.897040
24	101.497040
25	102.497040
26	103.897040
27	104.998529
28	105.598529
29	105.700449
30	106.300449
31	106.402790
32	105.802790
33	105.693988
34	101.497040
35	102.497040
36	103.198529
37	104.198529
38	105.598529
39	105.700449
40	105.500449
41	105.700449
42	105.684900
43	105.693988
44	105.493988
45	102.347129
46	102.947129
47	103.581149
48	104.381117
49	105.381117
50	106.300449
51	105.700449
52	105.684900
53	105.084900
54	105.274056
55	105.693988
56	102.147129
57	102.347129
58	102.947129
59	103.781117
60	104.381117
61	105.381117
62	104.773058
63	104.274056
64	104.884900
65	104.274056
66	105.274056
67	102.347129
68	102.779887
69	103.779887
70	104.337385
71	104.816829
72	104.773058
73	103.373058
74	102.874056
75	104.274056
76	103.674056
77	104.128334
78	101.881532
79	102.179887
80	102.779887
81	103.779887
82	104.773058
83	103.373058
84	102.373058
85	101.874056
86	102.874056
87	103.474056
88	103.128334
89	100.881532
90	101.881532
91	102.179887
92	102.779887
93	103.373058
94	102.373058
95	101.773058
96	101.274056
97	101.874056
98	102.874056
99	102.528334
100	100.281532
101	100.881532
102	101.881532
103	103.281532
104	102.373058
105	101.773058
106	101.274056
107	101.074056
108	101.274056
109	101.874056
110	102.328334
111	100.081532
112	100.281532
113	100.881532
114	101.881532
115	103.281532
116	102.373058
117	101.773058
118	101.274056
119	101.874056
120	102.874056
121	102.528334
