1	946.008313
2	949.081563
3	953.004075
4	948.215357
5	950.502040
6	951.163985
7	958.262108
8	962.463926
9	959.335077
10	952.346382
11	953.834303
12	953.860611
13	952.827705
14	946.931054
15	950.891979
16	952.248301
17	955.286858
18	960.403005
19	956.308620
20	953.393519
21	944.859783
22	945.986590
23	949.925953
24	955.939041
25	949.989478
26	957.007779
27	958.182868
28	955.372270
29	959.278177
30	954.270438
31	950.736047
32	945.898012
33	951.871816
34	955.961365
35	951.934424
36	948.961791
37	950.060608
38	954.130511
39	955.125725
40	952.168806
41	952.767117
42	945.871322
43	952.561289
44	952.757838
45	948.765193
46	946.044462
47	951.855320
48	950.270275
49	949.274598
50	954.268038
51	953.727118
52	947.768323
53	948.781416
54	957.831955
55	954.917346
56	954.809978
57	951.909294
58	949.473261
59	954.628782
60	946.742064
61	945.756772
62	954.733155
63	955.774773
64	957.231432
65	963.366656
66	960.248697
67	955.273090
68	954.499308
69	954.540177
70	947.712100
71	948.663384
72	951.772273
73	954.887036
74	963.272999
75	963.424713
76	961.446953
77	958.503978
78	955.514225
79	954.313119
80	947.413502
81	944.962371
82	950.873200
83	954.641483
84	957.050989
85	959.238694
86	960.199155
87	959.417691
88	958.464232
89	955.370477
90	948.458037
91	950.092361
92	946.587418
93	949.950593
94	951.113102
95	951.147004
96	955.188821
97	951.280744
98	957.492587
99	954.449370
100	950.501981
