1	89.242511
2	92.277581
3	96.187110
4	92.277581
5	95.294540
6	90.229415
7	93.169734
8	97.261180
9	94.172117
10	90.229415
11	97.261180
12	97.261180
13	94.172117
14	88.194704
15	91.206751
16	91.206751
17	90.229415
18	95.294540
19	91.206751
20	91.206751
21	88.194704
22	89.242511
23	91.206751
24	97.261180
25	90.229415
26	96.187110
27	95.294540
28	92.277581
29	96.187110
30	92.277581
31	95.294540
32	90.229415
33	93.169734
34	97.261180
35	92.277581
36	88.194704
37	89.242511
38	92.277581
39	93.169734
40	90.229415
41	96.187110
42	89.242511
43	92.277581
44	92.277581
45	88.194704
46	88.194704
47	94.172117
48	92.277581
49	91.206751
50	96.187110
51	96.187110
52	89.242511
53	88.194704
54	92.277581
55	89.242511
56	89.242511
57	89.242511
58	91.206751
59	97.261180
60	89.242511
61	88.194704
62	96.187110
63	90.229415
64	91.206751
65	97.261180
66	94.172117
67	91.206751
68	93.169734
69	96.187110
70	90.229415
71	91.206751
72	93.169734
73	89.242511
74	97.261180
75	97.261180
76	95.294540
77	94.172117
78	93.169734
79	93.169734
80	89.242511
81	90.229415
82	93.169734
83	89.242511
84	91.206751
85	93.169734
86	94.172117
87	95.294540
88	96.187110
89	94.172117
90	90.229415
91	96.187110
92	89.242511
93	90.229415
94	89.242511
95	88.194704
96	92.277581
97	88.194704
98	95.294540
99	93.169734
100	92.277581
