1	939.224902
2	942.220108
3	946.043488
4	940.567940
5	914.574784
6	909.992854
7	952.182423
8	957.434443
9	954.317402
10	947.330190
11	947.067176
12	947.004341
13	941.424252
14	935.019869
15	937.108616
16	919.623904
17	948.742941
18	954.952803
19	951.179338
20	946.501767
21	936.765026
22	938.041004
23	937.899869
24	944.140190
25	936.500274
26	924.202945
27	923.893568
28	946.109167
29	952.299475
30	945.519355
31	904.932295
32	900.987602
33	939.284002
34	944.119930
35	938.084196
36	915.430998
37	916.072145
38	943.854511
39	892.668622
40	888.832826
41	905.087675
42	898.984976
43	937.347267
44	938.733321
45	934.355973
46	886.624544
47	891.068282
48	890.619699
49	888.737996
50	893.068721
51	905.436398
52	899.349496
53	899.789043
54	943.309998
55	940.272303
56	939.494697
57	933.924799
58	889.221479
59	893.283293
60	886.033244
61	897.406561
62	905.876610
63	940.046096
64	942.653932
65	949.175784
66	944.979363
67	936.089755
68	890.442503
69	892.485454
70	886.865867
71	899.311409
72	902.952956
73	939.164976
74	949.147940
75	949.260190
76	945.222575
77	862.215581
78	858.857872
79	887.625932
80	884.036739
81	866.996353
82	871.416710
83	937.712280
84	942.044931
85	943.950719
86	941.981651
87	860.770803
88	859.314866
89	858.192559
90	853.350944
91	871.939458
92	866.067719
93	868.877275
94	934.789344
95	931.974137
96	860.925055
97	853.020056
98	858.563920
99	856.463485
100	854.352980
