1	1	87.704047
1	2	90.741102
1	3	94.636423
1	4	89.777069
1	5	88.626775
1	6	85.872790
1	7	92.445227
1	8	96.610784
1	9	93.503981
1	10	86.810815

2	1	95.542322
2	2	95.543041
2	3	92.599195
2	4	86.490653
2	5	89.324487
2	6	87.081647
2	7	89.476509
2	8	94.562890
2	9	90.487570
2	10	87.990775

3	1	86.453349
3	2	87.530245
3	3	89.594403
3	4	95.427915
3	5	88.395393
3	6	91.939189
3	7	92.588735
3	8	89.745858
3	9	93.666735
3	10	88.938471

4	1	87.573947
4	2	84.939699
4	3	91.366049
4	4	95.418074
4	5	90.325339
4	6	83.906838
4	7	84.907158
4	8	88.873203
4	9	89.897017
4	10	86.930827

5	1	88.629075
5	2	83.850463
5	3	90.198191
5	4	90.346813
5	5	86.276143
5	6	81.976751
5	7	86.721778
5	8	87.406600
5	9	86.479766
5	10	91.488994

6	1	88.741271
6	2	82.858926
6	3	82.956467
6	4	91.357163
6	5	88.407100
6	6	88.284613
6	7	85.702489
6	8	86.474703
6	9	91.999966
6	10	84.488439

7	1	80.697742
7	2	88.933169
7	3	89.206462
7	4	90.575049
7	5	96.688339
7	6	93.588541
7	7	88.844521
7	8	88.571469
7	9	91.383072
7	10	85.407763

8	1	83.615270
8	2	85.962357
8	3	88.289548
8	4	96.601187
8	5	96.740772
8	6	94.762856
8	7	92.015623
8	8	89.432003
8	9	88.731594
8	10	83.858762

9	1	80.952630
9	2	85.149422
9	3	88.078302
9	4	90.413403
9	5	92.578507
9	6	93.545282
9	7	92.939361
9	8	92.357376
9	9	89.723711
9	10	83.476887

10	1	86.913578
10	2	80.932593
10	3	83.935107
10	4	84.858241
10	5	84.796845
10	6	88.835830
10	7	84.931295
10	8	91.382298
10	9	88.777395
10	10	85.494072

